"","Monocyte","Neutrophil","Undifferentiated","Other","Monocyte_proportion","Neutrophil_proportion","Undifferentiated_proportion","Other_proportion","lineage_size","entropy"
"Lineage_428",0,0,4,0,0,0,1,0,4,1
"Lineage_4281",8,0,0,0,1,0,0,0,8,0
"Lineage_4284",1,4,4,0,0.111111111111111,0.444444444444444,0.444444444444444,0,9,0.91829583405449
"Lineage_4285",0,2,5,10,0,0.117647058823529,0.294117647058824,0.588235294117647,17,NA
"Lineage_4286",0,0,8,7,0,0,0.533333333333333,0.466666666666667,15,NA
"Lineage_4287",10,0,24,1,0.285714285714286,0,0.685714285714286,0.0285714285714286,35,NA
"Lineage_4289",0,0,3,5,0,0,0.375,0.625,8,NA
"Lineage_429",0,0,15,0,0,0,1,0,15,1
"Lineage_4290",5,0,1,0,0.833333333333333,0,0.166666666666667,0,6,0.413816850303634
"Lineage_4291",0,0,0,2,0,0,0,1,2,NA
"Lineage_4293",0,0,0,2,0,0,0,1,2,NA
"Lineage_4297",2,0,0,0,1,0,0,0,2,0
"Lineage_43",0,0,6,1,0,0,0.857142857142857,0.142857142857143,7,NA
"Lineage_430",0,0,4,0,0,0,1,0,4,1
"Lineage_4300",0,3,0,0,0,1,0,0,3,0
"Lineage_4302",11,0,0,0,1,0,0,0,11,0
"Lineage_4304",7,1,3,0,0.636363636363636,0.0909090909090909,0.272727272727273,0,11,0.773226674287635
"Lineage_4305",0,5,0,0,0,1,0,0,5,0
"Lineage_4306",0,0,0,4,0,0,0,1,4,NA
"Lineage_4307",0,7,10,1,0,0.388888888888889,0.555555555555556,0.0555555555555556,18,NA
"Lineage_4308",3,0,8,0,0.272727272727273,0,0.727272727272727,0,11,0.94566030460064
"Lineage_431",0,2,0,0,0,1,0,0,2,0
"Lineage_4313",1,0,0,0,1,0,0,0,1,0
"Lineage_4315",4,0,0,0,1,0,0,0,4,0
"Lineage_4316",3,3,3,0,0.333333333333333,0.333333333333333,0.333333333333333,0,9,1
"Lineage_4318",0,0,10,0,0,0,1,0,10,1
"Lineage_4322",0,4,6,2,0,0.333333333333333,0.5,0.166666666666667,12,NA
"Lineage_4323",3,0,0,0,1,0,0,0,3,0
"Lineage_4325",0,0,3,0,0,0,1,0,3,1
"Lineage_4326",3,3,0,0,0.5,0.5,0,0,6,1
"Lineage_4328",0,0,0,13,0,0,0,1,13,NA
"Lineage_4329",0,0,5,0,0,0,1,0,5,1
"Lineage_433",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_4334",0,0,0,10,0,0,0,1,10,NA
"Lineage_4335",0,0,4,0,0,0,1,0,4,1
"Lineage_4339",0,1,0,0,0,1,0,0,1,0
"Lineage_4344",13,0,6,0,0.684210526315789,0,0.315789473684211,0,19,0.629249223856035
"Lineage_4347",0,2,0,0,0,1,0,0,2,0
"Lineage_4349",0,0,4,2,0,0,0.666666666666667,0.333333333333333,6,NA
"Lineage_435",0,14,1,0,0,0.933333333333333,0.0666666666666667,0,15,0.210842300318532
"Lineage_4358",5,0,0,0,1,0,0,0,5,0
"Lineage_4368",15,0,1,0,0.9375,0,0.0625,0,16,0.200622324312715
"Lineage_437",0,3,3,0,0,0.5,0.5,0,6,0.811278124459133
"Lineage_4371",0,0,15,0,0,0,1,0,15,1
"Lineage_4373",0,1,0,0,0,1,0,0,1,0
"Lineage_4374",0,2,10,0,0,0.166666666666667,0.833333333333333,0,12,0.979868756651153
"Lineage_4377",0,4,0,0,0,1,0,0,4,0
"Lineage_4379",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_4381",6,19,1,0,0.230769230769231,0.730769230769231,0.0384615384615385,0,26,0.811278124459133
"Lineage_4382",0,0,5,0,0,0,1,0,5,1
"Lineage_4386",0,0,5,3,0,0,0.625,0.375,8,NA
"Lineage_4387",8,0,1,0,0.888888888888889,0,0.111111111111111,0,9,0.309543429150325
"Lineage_4391",0,0,10,0,0,0,1,0,10,1
"Lineage_4394",0,6,0,0,0,1,0,0,6,0
"Lineage_4396",5,1,2,0,0.625,0.125,0.25,0,8,0.811278124459133
"Lineage_4397",1,5,2,0,0.125,0.625,0.25,0,8,0.811278124459133
"Lineage_44",0,0,1,0,0,0,1,0,1,1
"Lineage_440",3,0,0,0,1,0,0,0,3,0
"Lineage_4403",8,0,4,0,0.666666666666667,0,0.333333333333333,0,12,0.650022421648354
"Lineage_4404",0,0,5,0,0,0,1,0,5,1
"Lineage_4406",0,0,15,0,0,0,1,0,15,1
"Lineage_4408",0,0,0,2,0,0,0,1,2,NA
"Lineage_4410",15,0,5,0,0.75,0,0.25,0,20,0.543564443199596
"Lineage_4411",9,1,2,0,0.75,0.0833333333333333,0.166666666666667,0,12,0.650022421648354
"Lineage_4412",3,4,2,0,0.333333333333333,0.444444444444444,0.222222222222222,0,9,0.991076059838222
"Lineage_4413",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_4419",0,0,1,22,0,0,0.0434782608695652,0.956521739130435,23,NA
"Lineage_4422",0,16,1,0,0,0.941176470588235,0.0588235294117647,0,17,0.191433254814193
"Lineage_4424",6,3,0,0,0.666666666666667,0.333333333333333,0,0,9,0.91829583405449
"Lineage_4427",0,0,7,0,0,0,1,0,7,1
"Lineage_4428",0,1,0,0,0,1,0,0,1,0
"Lineage_4431",0,0,0,4,0,0,0,1,4,NA
"Lineage_4433",0,4,1,0,0,0.8,0.2,0,5,0.468995593589281
"Lineage_4437",0,0,4,0,0,0,1,0,4,1
"Lineage_4440",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_4442",1,0,3,0,0.25,0,0.75,0,4,0.954434002924965
"Lineage_4444",1,5,4,0,0.1,0.5,0.4,0,10,0.881290899230693
"Lineage_4445",4,4,0,0,0.5,0.5,0,0,8,1
"Lineage_4448",0,2,0,0,0,1,0,0,2,0
"Lineage_4449",0,0,3,0,0,0,1,0,3,1
"Lineage_4450",0,0,5,0,0,0,1,0,5,1
"Lineage_4456",13,0,3,0,0.8125,0,0.1875,0,16,0.448864488723029
"Lineage_4457",3,0,0,0,1,0,0,0,3,0
"Lineage_4460",0,0,10,22,0,0,0.3125,0.6875,32,NA
"Lineage_4463",2,3,0,0,0.4,0.6,0,0,5,0.970950594454669
"Lineage_4468",4,6,1,0,0.363636363636364,0.545454545454545,0.0909090909090909,0,11,0.976020648236615
"Lineage_4473",0,0,0,1,0,0,0,1,1,NA
"Lineage_4474",0,5,0,0,0,1,0,0,5,0
"Lineage_4477",0,0,0,6,0,0,0,1,6,NA
"Lineage_448",0,0,1,3,0,0,0.25,0.75,4,NA
"Lineage_4483",0,7,9,4,0,0.35,0.45,0.2,20,NA
"Lineage_4485",10,0,4,0,0.714285714285714,0,0.285714285714286,0,14,0.591672778582327
"Lineage_4488",0,5,0,0,0,1,0,0,5,0
"Lineage_449",19,0,8,0,0.703703703703704,0,0.296296296296296,0,27,0.605186576633421
"Lineage_4497",0,1,0,0,0,1,0,0,1,0
"Lineage_45",3,0,1,0,0.75,0,0.25,0,4,0.543564443199596
"Lineage_4502",0,0,3,1,0,0,0.75,0.25,4,NA
"Lineage_4505",0,0,4,8,0,0,0.333333333333333,0.666666666666667,12,NA
"Lineage_4506",0,1,0,0,0,1,0,0,1,0
"Lineage_4507",0,0,6,0,0,0,1,0,6,1
"Lineage_4509",0,0,10,0,0,0,1,0,10,1
"Lineage_451",0,0,6,0,0,0,1,0,6,1
"Lineage_4510",0,10,0,0,0,1,0,0,10,0
"Lineage_4511",0,0,1,0,0,0,1,0,1,1
"Lineage_4512",0,4,0,0,0,1,0,0,4,0
"Lineage_4515",0,5,6,2,0,0.384615384615385,0.461538461538462,0.153846153846154,13,NA
"Lineage_4517",0,0,0,4,0,0,0,1,4,NA
"Lineage_452",0,3,0,0,0,1,0,0,3,0
"Lineage_4520",0,1,4,0,0,0.2,0.8,0,5,0.970950594454669
"Lineage_4521",1,0,2,7,0.1,0,0.2,0.7,10,NA
"Lineage_4524",3,1,10,0,0.214285714285714,0.0714285714285714,0.714285714285714,0,14,0.985228136034252
"Lineage_4525",1,0,6,0,0.142857142857143,0,0.857142857142857,0,7,0.985228136034252
"Lineage_4526",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_4527",1,0,3,0,0.25,0,0.75,0,4,0.954434002924965
"Lineage_4528",10,0,2,0,0.833333333333333,0,0.166666666666667,0,12,0.413816850303634
"Lineage_453",0,0,3,2,0,0,0.6,0.4,5,NA
"Lineage_4531",0,4,2,0,0,0.666666666666667,0.333333333333333,0,6,0.650022421648354
"Lineage_4533",5,1,2,0,0.625,0.125,0.25,0,8,0.811278124459133
"Lineage_4535",0,3,2,0,0,0.6,0.4,0,5,0.721928094887362
"Lineage_4538",0,0,6,0,0,0,1,0,6,1
"Lineage_4539",0,0,7,0,0,0,1,0,7,1
"Lineage_4540",0,0,2,0,0,0,1,0,2,1
"Lineage_4541",3,0,0,0,1,0,0,0,3,0
"Lineage_4543",0,0,0,3,0,0,0,1,3,NA
"Lineage_4545",0,0,13,0,0,0,1,0,13,1
"Lineage_4546",0,0,5,4,0,0,0.555555555555556,0.444444444444444,9,NA
"Lineage_4549",0,0,3,5,0,0,0.375,0.625,8,NA
"Lineage_4556",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_4558",0,0,4,2,0,0,0.666666666666667,0.333333333333333,6,NA
"Lineage_4559",0,8,0,0,0,1,0,0,8,0
"Lineage_4561",0,0,14,0,0,0,1,0,14,1
"Lineage_4563",13,1,3,0,0.764705882352941,0.0588235294117647,0.176470588235294,0,17,0.602430802040445
"Lineage_4566",0,0,4,0,0,0,1,0,4,1
"Lineage_4567",1,2,2,0,0.2,0.4,0.4,0,5,0.970950594454669
"Lineage_4568",1,0,4,0,0.2,0,0.8,0,5,0.970950594454669
"Lineage_4571",0,3,8,16,0,0.111111111111111,0.296296296296296,0.592592592592593,27,NA
"Lineage_4573",0,2,2,0,0,0.5,0.5,0,4,0.811278124459133
"Lineage_4574",0,0,3,0,0,0,1,0,3,1
"Lineage_4576",0,0,5,0,0,0,1,0,5,1
"Lineage_4579",0,0,0,9,0,0,0,1,9,NA
"Lineage_4581",0,3,32,0,0,0.0857142857142857,0.914285714285714,0,35,0.994693795361306
"Lineage_4582",0,0,6,0,0,0,1,0,6,1
"Lineage_4583",4,4,0,0,0.5,0.5,0,0,8,1
"Lineage_4584",0,3,0,0,0,1,0,0,3,0
"Lineage_4585",0,0,5,4,0,0,0.555555555555556,0.444444444444444,9,NA
"Lineage_4587",0,0,0,16,0,0,0,1,16,NA
"Lineage_4588",1,0,2,0,0.333333333333333,0,0.666666666666667,0,3,0.91829583405449
"Lineage_4589",4,0,4,0,0.5,0,0.5,0,8,0.811278124459133
"Lineage_4590",6,0,0,0,1,0,0,0,6,0
"Lineage_4591",0,0,2,0,0,0,1,0,2,1
"Lineage_4594",0,7,43,0,0,0.14,0.86,0,50,0.98581503717892
"Lineage_4597",0,0,10,0,0,0,1,0,10,1
"Lineage_4604",20,1,3,0,0.833333333333333,0.0416666666666667,0.125,0,24,0.482066148083093
"Lineage_4607",0,0,6,0,0,0,1,0,6,1
"Lineage_4608",0,0,0,54,0,0,0,1,54,NA
"Lineage_4609",0,0,0,12,0,0,0,1,12,NA
"Lineage_4610",3,0,5,0,0.375,0,0.625,0,8,0.896038232534557
"Lineage_4611",18,0,13,0,0.580645161290323,0,0.419354838709677,0,31,0.740865686233982
"Lineage_4613",0,0,0,2,0,0,0,1,2,NA
"Lineage_4615",0,0,1,13,0,0,0.0714285714285714,0.928571428571429,14,NA
"Lineage_4616",6,3,6,0,0.4,0.2,0.4,0,15,0.970950594454669
"Lineage_4618",0,1,3,0,0,0.25,0.75,0,4,0.954434002924965
"Lineage_4619",0,0,0,4,0,0,0,1,4,NA
"Lineage_4623",0,1,0,0,0,1,0,0,1,0
"Lineage_4624",0,0,0,4,0,0,0,1,4,NA
"Lineage_4628",0,1,3,0,0,0.25,0.75,0,4,0.954434002924965
"Lineage_4629",1,13,6,3,0.0434782608695652,0.565217391304348,0.260869565217391,0.130434782608696,23,NA
"Lineage_4634",19,0,1,0,0.95,0,0.05,0,20,0.16866093149667
"Lineage_4635",0,8,0,0,0,1,0,0,8,0
"Lineage_4638",14,0,1,0,0.933333333333333,0,0.0666666666666667,0,15,0.210842300318532
"Lineage_464",0,0,0,2,0,0,0,1,2,NA
"Lineage_4640",0,0,0,7,0,0,0,1,7,NA
"Lineage_4642",5,2,1,0,0.625,0.25,0.125,0,8,0.896038232534557
"Lineage_4644",0,1,3,0,0,0.25,0.75,0,4,0.954434002924965
"Lineage_4646",3,3,4,0,0.3,0.3,0.4,0,10,1
"Lineage_4650",0,0,0,16,0,0,0,1,16,NA
"Lineage_4651",0,3,2,0,0,0.6,0.4,0,5,0.721928094887362
"Lineage_4653",4,0,1,0,0.8,0,0.2,0,5,0.468995593589281
"Lineage_4655",0,0,0,4,0,0,0,1,4,NA
"Lineage_4658",8,0,0,0,1,0,0,0,8,0
"Lineage_4659",0,0,7,0,0,0,1,0,7,1
"Lineage_466",0,0,3,0,0,0,1,0,3,1
"Lineage_4661",0,0,0,6,0,0,0,1,6,NA
"Lineage_4662",8,0,0,3,0.727272727272727,0,0,0.272727272727273,11,NA
"Lineage_4665",2,5,10,4,0.0952380952380952,0.238095238095238,0.476190476190476,0.19047619047619,21,NA
"Lineage_4670",1,3,0,0,0.25,0.75,0,0,4,0.811278124459133
"Lineage_4672",0,4,2,0,0,0.666666666666667,0.333333333333333,0,6,0.650022421648354
"Lineage_4674",0,10,4,0,0,0.714285714285714,0.285714285714286,0,14,0.591672778582327
"Lineage_4675",0,0,6,0,0,0,1,0,6,1
"Lineage_4676",0,0,1,0,0,0,1,0,1,1
"Lineage_4678",0,1,21,1,0,0.0434782608695652,0.91304347826087,0.0434782608695652,23,NA
"Lineage_4680",1,0,0,1,0.5,0,0,0.5,2,NA
"Lineage_4681",5,0,1,0,0.833333333333333,0,0.166666666666667,0,6,0.413816850303634
"Lineage_4682",2,0,0,0,1,0,0,0,2,0
"Lineage_4683",0,0,11,25,0,0,0.305555555555556,0.694444444444444,36,NA
"Lineage_4685",11,0,2,0,0.846153846153846,0,0.153846153846154,0,13,0.391243563629256
"Lineage_4687",0,0,1,0,0,0,1,0,1,1
"Lineage_4688",0,0,14,0,0,0,1,0,14,1
"Lineage_469",0,6,4,0,0,0.6,0.4,0,10,0.721928094887362
"Lineage_4691",0,0,0,15,0,0,0,1,15,NA
"Lineage_4695",0,0,0,5,0,0,0,1,5,NA
"Lineage_4699",0,0,3,0,0,0,1,0,3,1
"Lineage_47",0,0,0,3,0,0,0,1,3,NA
"Lineage_470",0,0,4,0,0,0,1,0,4,1
"Lineage_4700",0,0,0,12,0,0,0,1,12,NA
"Lineage_4708",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_4709",4,0,0,0,1,0,0,0,4,0
"Lineage_471",0,2,1,0,0,0.666666666666667,0.333333333333333,0,3,0.650022421648354
"Lineage_4712",21,0,3,0,0.875,0,0.125,0,24,0.337290066617014
"Lineage_4715",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_4721",0,1,2,0,0,0.333333333333333,0.666666666666667,0,3,0.91829583405449
"Lineage_4723",0,0,0,19,0,0,0,1,19,NA
"Lineage_4724",0,0,0,17,0,0,0,1,17,NA
"Lineage_4725",0,4,0,1,0,0.8,0,0.2,5,NA
"Lineage_4730",30,0,1,0,0.967741935483871,0,0.032258064516129,0,31,0.119116026655648
"Lineage_4732",1,0,7,0,0.125,0,0.875,0,8,0.988699408288497
"Lineage_4735",0,0,0,3,0,0,0,1,3,NA
"Lineage_4737",1,3,0,0,0.25,0.75,0,0,4,0.811278124459133
"Lineage_4738",0,0,6,0,0,0,1,0,6,1
"Lineage_4739",11,0,0,0,1,0,0,0,11,0
"Lineage_474",4,0,0,0,1,0,0,0,4,0
"Lineage_4742",0,1,4,0,0,0.2,0.8,0,5,0.970950594454669
"Lineage_4743",0,0,1,18,0,0,0.0526315789473684,0.947368421052632,19,NA
"Lineage_4747",0,1,8,0,0,0.111111111111111,0.888888888888889,0,9,0.991076059838222
"Lineage_475",0,6,0,0,0,1,0,0,6,0
"Lineage_4751",0,1,0,0,0,1,0,0,1,0
"Lineage_4756",1,0,0,0,1,0,0,0,1,0
"Lineage_4758",0,50,5,29,0,0.595238095238095,0.0595238095238095,0.345238095238095,84,NA
"Lineage_4759",0,3,2,0,0,0.6,0.4,0,5,0.721928094887362
"Lineage_4762",0,0,3,0,0,0,1,0,3,1
"Lineage_4763",2,3,0,0,0.4,0.6,0,0,5,0.970950594454669
"Lineage_4767",0,0,0,1,0,0,0,1,1,NA
"Lineage_4768",0,0,0,1,0,0,0,1,1,NA
"Lineage_477",0,2,1,3,0,0.333333333333333,0.166666666666667,0.5,6,NA
"Lineage_4774",0,6,0,4,0,0.6,0,0.4,10,NA
"Lineage_4776",0,3,0,0,0,1,0,0,3,0
"Lineage_4778",0,0,0,1,0,0,0,1,1,NA
"Lineage_478",0,0,20,0,0,0,1,0,20,1
"Lineage_4782",8,11,4,0,0.347826086956522,0.478260869565217,0.173913043478261,0,23,0.987692508895803
"Lineage_4783",0,7,18,4,0,0.241379310344828,0.620689655172414,0.137931034482759,29,NA
"Lineage_4784",0,3,0,1,0,0.75,0,0.25,4,NA
"Lineage_4787",0,0,5,10,0,0,0.333333333333333,0.666666666666667,15,NA
"Lineage_4789",0,0,3,1,0,0,0.75,0.25,4,NA
"Lineage_4793",0,1,7,0,0,0.125,0.875,0,8,0.988699408288497
"Lineage_4795",3,0,0,0,1,0,0,0,3,0
"Lineage_4796",0,0,1,0,0,0,1,0,1,1
"Lineage_4798",0,0,8,0,0,0,1,0,8,1
"Lineage_4799",0,0,7,0,0,0,1,0,7,1
"Lineage_4800",0,4,6,0,0,0.4,0.6,0,10,0.881290899230693
"Lineage_4801",1,0,0,0,1,0,0,0,1,0
"Lineage_4804",0,2,13,0,0,0.133333333333333,0.866666666666667,0,15,0.987137774372186
"Lineage_4808",0,0,0,1,0,0,0,1,1,NA
"Lineage_4812",0,0,0,4,0,0,0,1,4,NA
"Lineage_4814",0,0,3,0,0,0,1,0,3,1
"Lineage_4817",0,2,1,0,0,0.666666666666667,0.333333333333333,0,3,0.650022421648354
"Lineage_4818",0,0,1,26,0,0,0.037037037037037,0.962962962962963,27,NA
"Lineage_4821",0,0,5,0,0,0,1,0,5,1
"Lineage_4825",0,0,3,3,0,0,0.5,0.5,6,NA
"Lineage_4830",0,0,1,28,0,0,0.0344827586206897,0.96551724137931,29,NA
"Lineage_4833",0,0,51,14,0,0,0.784615384615385,0.215384615384615,65,NA
"Lineage_4834",0,0,14,0,0,0,1,0,14,1
"Lineage_4837",0,0,5,3,0,0,0.625,0.375,8,NA
"Lineage_4843",0,0,5,0,0,0,1,0,5,1
"Lineage_4846",0,0,17,0,0,0,1,0,17,1
"Lineage_4847",0,0,11,0,0,0,1,0,11,1
"Lineage_4848",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_4851",0,0,9,0,0,0,1,0,9,1
"Lineage_4854",0,0,2,14,0,0,0.125,0.875,16,NA
"Lineage_4862",0,0,17,0,0,0,1,0,17,1
"Lineage_4866",0,0,0,3,0,0,0,1,3,NA
"Lineage_4867",9,0,2,0,0.818181818181818,0,0.181818181818182,0,11,0.439496986921513
"Lineage_4868",9,0,0,0,1,0,0,0,9,0
"Lineage_4870",0,0,19,12,0,0,0.612903225806452,0.387096774193548,31,NA
"Lineage_4872",12,0,0,0,1,0,0,0,12,0
"Lineage_4875",0,0,8,0,0,0,1,0,8,1
"Lineage_4879",0,7,0,0,0,1,0,0,7,0
"Lineage_4880",0,0,2,4,0,0,0.333333333333333,0.666666666666667,6,NA
"Lineage_4881",0,0,4,0,0,0,1,0,4,1
"Lineage_4883",7,0,5,0,0.583333333333333,0,0.416666666666667,0,12,0.738284866143451
"Lineage_4888",15,0,2,0,0.882352941176471,0,0.117647058823529,0,17,0.322756958897398
"Lineage_4891",0,0,5,1,0,0,0.833333333333333,0.166666666666667,6,NA
"Lineage_4892",0,1,1,9,0,0.0909090909090909,0.0909090909090909,0.818181818181818,11,NA
"Lineage_4893",0,0,4,0,0,0,1,0,4,1
"Lineage_4895",0,0,5,0,0,0,1,0,5,1
"Lineage_4899",0,1,12,0,0,0.0769230769230769,0.923076923076923,0,13,0.995727452084926
"Lineage_49",5,0,2,0,0.714285714285714,0,0.285714285714286,0,7,0.591672778582327
"Lineage_490",0,0,4,0,0,0,1,0,4,1
"Lineage_4900",0,2,0,0,0,1,0,0,2,0
"Lineage_4903",4,0,4,0,0.5,0,0.5,0,8,0.811278124459133
"Lineage_4904",0,0,1,43,0,0,0.0227272727272727,0.977272727272727,44,NA
"Lineage_4911",0,3,0,0,0,1,0,0,3,0
"Lineage_4912",0,0,0,4,0,0,0,1,4,NA
"Lineage_4913",0,19,20,0,0,0.487179487179487,0.512820512820513,0,39,0.821280941744986
"Lineage_4916",0,0,0,15,0,0,0,1,15,NA
"Lineage_4918",1,7,0,0,0.125,0.875,0,0,8,0.543564443199596
"Lineage_4919",7,0,0,0,1,0,0,0,7,0
"Lineage_4923",0,0,7,0,0,0,1,0,7,1
"Lineage_4924",0,0,5,0,0,0,1,0,5,1
"Lineage_4926",8,1,1,0,0.8,0.1,0.1,0,10,0.6098403047164
"Lineage_4928",0,0,0,12,0,0,0,1,12,NA
"Lineage_4929",0,0,1,0,0,0,1,0,1,1
"Lineage_4933",0,0,5,0,0,0,1,0,5,1
"Lineage_4934",0,0,7,0,0,0,1,0,7,1
"Lineage_4936",9,0,0,0,1,0,0,0,9,0
"Lineage_4940",0,0,5,0,0,0,1,0,5,1
"Lineage_4941",0,0,6,0,0,0,1,0,6,1
"Lineage_4943",0,0,2,2,0,0,0.5,0.5,4,NA
"Lineage_4945",30,0,0,0,1,0,0,0,30,0
"Lineage_4946",0,0,5,0,0,0,1,0,5,1
"Lineage_4948",13,4,1,0,0.722222222222222,0.222222222222222,0.0555555555555556,0,18,0.811278124459133
"Lineage_4949",0,0,0,5,0,0,0,1,5,NA
"Lineage_4952",0,0,9,0,0,0,1,0,9,1
"Lineage_4956",0,0,11,0,0,0,1,0,11,1
"Lineage_4962",0,0,9,0,0,0,1,0,9,1
"Lineage_4963",6,0,0,0,1,0,0,0,6,0
"Lineage_4967",3,1,1,0,0.6,0.2,0.2,0,5,0.881290899230693
"Lineage_4968",23,6,30,0,0.389830508474576,0.101694915254237,0.508474576271186,0,59,0.93925472073116
"Lineage_4970",0,1,4,0,0,0.2,0.8,0,5,0.970950594454669
"Lineage_4973",10,0,1,0,0.909090909090909,0,0.0909090909090909,0,11,0.266764987803026
"Lineage_4974",2,0,0,1,0.666666666666667,0,0,0.333333333333333,3,NA
"Lineage_498",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_4981",5,0,0,0,1,0,0,0,5,0
"Lineage_4983",0,3,0,0,0,1,0,0,3,0
"Lineage_4984",0,0,9,0,0,0,1,0,9,1
"Lineage_4985",1,2,1,1,0.2,0.4,0.2,0.2,5,NA
"Lineage_4986",0,14,10,24,0,0.291666666666667,0.208333333333333,0.5,48,NA
"Lineage_4989",0,2,1,0,0,0.666666666666667,0.333333333333333,0,3,0.650022421648354
"Lineage_4992",0,0,6,1,0,0,0.857142857142857,0.142857142857143,7,NA
"Lineage_4993",0,0,9,0,0,0,1,0,9,1
"Lineage_4996",0,7,4,0,0,0.636363636363636,0.363636363636364,0,11,0.684038435639042
"Lineage_4997",0,0,0,7,0,0,0,1,7,NA
"Lineage_4999",0,0,7,0,0,0,1,0,7,1
"Lineage_5",4,0,1,0,0.8,0,0.2,0,5,0.468995593589281
"Lineage_50",0,4,0,0,0,1,0,0,4,0
"Lineage_5001",0,0,2,0,0,0,1,0,2,1
"Lineage_5003",14,0,1,0,0.933333333333333,0,0.0666666666666667,0,15,0.210842300318532
"Lineage_5005",13,0,0,0,1,0,0,0,13,0
"Lineage_5006",0,0,2,0,0,0,1,0,2,1
"Lineage_5007",0,0,4,1,0,0,0.8,0.2,5,NA
"Lineage_5008",2,0,15,0,0.117647058823529,0,0.882352941176471,0,17,0.989992791557519
"Lineage_5012",0,15,5,12,0,0.46875,0.15625,0.375,32,NA
"Lineage_5013",0,0,10,0,0,0,1,0,10,1
"Lineage_5014",0,4,3,0,0,0.571428571428571,0.428571428571429,0,7,0.74959525725948
"Lineage_5018",0,0,17,0,0,0,1,0,17,1
"Lineage_5021",0,0,4,0,0,0,1,0,4,1
"Lineage_5023",0,0,9,0,0,0,1,0,9,1
"Lineage_5024",1,0,2,19,0.0454545454545455,0,0.0909090909090909,0.863636363636364,22,NA
"Lineage_5025",0,1,2,21,0,0.0416666666666667,0.0833333333333333,0.875,24,NA
"Lineage_5029",0,0,1,0,0,0,1,0,1,1
"Lineage_5030",0,0,1,3,0,0,0.25,0.75,4,NA
"Lineage_5031",0,0,9,0,0,0,1,0,9,1
"Lineage_5032",0,0,1,0,0,0,1,0,1,1
"Lineage_5034",0,0,9,12,0,0,0.428571428571429,0.571428571428571,21,NA
"Lineage_5039",0,2,0,0,0,1,0,0,2,0
"Lineage_5041",0,0,7,3,0,0,0.7,0.3,10,NA
"Lineage_5042",8,0,2,0,0.8,0,0.2,0,10,0.468995593589281
"Lineage_5045",0,2,4,2,0,0.25,0.5,0.25,8,NA
"Lineage_5046",11,4,10,0,0.44,0.16,0.4,0,25,0.942683189255492
"Lineage_5049",3,0,0,0,1,0,0,0,3,0
"Lineage_505",1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,3,NA
"Lineage_5055",0,6,0,0,0,1,0,0,6,0
"Lineage_5057",1,0,1,0,0.5,0,0.5,0,2,0.811278124459133
"Lineage_5058",5,0,1,0,0.833333333333333,0,0.166666666666667,0,6,0.413816850303634
"Lineage_506",0,5,0,0,0,1,0,0,5,0
"Lineage_5060",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_5062",0,0,3,11,0,0,0.214285714285714,0.785714285714286,14,NA
"Lineage_5063",0,0,1,10,0,0,0.0909090909090909,0.909090909090909,11,NA
"Lineage_5067",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_5070",0,4,0,2,0,0.666666666666667,0,0.333333333333333,6,NA
"Lineage_5071",0,0,2,2,0,0,0.5,0.5,4,NA
"Lineage_5072",1,0,0,0,1,0,0,0,1,0
"Lineage_5075",1,19,7,0,0.037037037037037,0.703703703703704,0.259259259259259,0,27,0.650022421648354
"Lineage_5078",0,0,4,5,0,0,0.444444444444444,0.555555555555556,9,NA
"Lineage_508",1,3,0,0,0.25,0.75,0,0,4,0.811278124459133
"Lineage_5081",23,15,18,0,0.410714285714286,0.267857142857143,0.321428571428571,0,56,0.985228136034252
"Lineage_5083",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_5084",0,0,7,0,0,0,1,0,7,1
"Lineage_5086",0,0,2,0,0,0,1,0,2,1
"Lineage_5087",0,0,0,1,0,0,0,1,1,NA
"Lineage_509",0,0,2,5,0,0,0.285714285714286,0.714285714285714,7,NA
"Lineage_5090",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_5091",22,3,7,0,0.6875,0.09375,0.21875,0,32,0.728134237869055
"Lineage_5096",1,1,0,0,0.5,0.5,0,0,2,1
"Lineage_5097",5,3,0,0,0.625,0.375,0,0,8,0.954434002924965
"Lineage_5099",0,0,0,11,0,0,0,1,11,NA
"Lineage_51",0,3,2,0,0,0.6,0.4,0,5,0.721928094887362
